block	160	id	160
block	160	resistence	0.6
block	160	enableStats	true
block	160	needsRandomTick	false
block	160	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	160	stepSound	step.sand
block	160	particleGravity	1.0
block	160	material	sand
block	160	isLiquid	false
block	160	isSolid	true
block	160	canBlockGrass	true
block	160	blocksMovement	true
block	160	canBurn	false
block	160	isReplaceable	false
block	160	isOpaque	true
block	160	isToolNotRequired	true
block	160	slipperiness	0.6
block	160	unlocalizedName	tile.mud
block	160	isNormalCube	true
block	160	renderAsNormalBlock	true
block	160	renderType	0
block	160	localizedName	tile.mud.name
block	160	hardness	0.6
block	160	hasTileEntity	false
block	160	opaqueCube	true
block	160	canCollideCheck	true
block	160	isCollidable	true
block	160	quantityDropped	1
block	160	damageDropped	0
block	160	canProvidePower	false
block	160	mobilityFlag	0
block	160	hasComparatorInputOverride	false
block	161	id	161
block	161	resistence	0.1
block	161	enableStats	true
block	161	needsRandomTick	false
block	161	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	161	stepSound	step.stone
block	161	particleGravity	1.0
block	161	material	rock
block	161	isLiquid	false
block	161	isSolid	true
block	161	canBlockGrass	true
block	161	blocksMovement	true
block	161	canBurn	false
block	161	isReplaceable	false
block	161	isOpaque	true
block	161	isToolNotRequired	false
block	161	slipperiness	0.6
block	161	unlocalizedName	tile.driedDirt
block	161	isNormalCube	true
block	161	renderAsNormalBlock	true
block	161	renderType	0
block	161	localizedName	Dried Dirt
block	161	hardness	0.1
block	161	hasTileEntity	false
block	161	opaqueCube	true
block	161	canCollideCheck	true
block	161	isCollidable	true
block	161	quantityDropped	1
block	161	damageDropped	0
block	161	canProvidePower	false
block	161	mobilityFlag	0
block	161	hasComparatorInputOverride	false
block	162	id	162
block	162	resistence	0.0
block	162	enableStats	true
block	162	needsRandomTick	false
block	162	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	162	stepSound	step.stone
block	162	particleGravity	1.0
block	162	material	rock
block	162	isLiquid	false
block	162	isSolid	true
block	162	canBlockGrass	true
block	162	blocksMovement	true
block	162	canBurn	false
block	162	isReplaceable	false
block	162	isOpaque	true
block	162	isToolNotRequired	false
block	162	slipperiness	0.6
block	162	unlocalizedName	tile.redRocks
block	162	isNormalCube	true
block	162	renderAsNormalBlock	true
block	162	renderType	0
block	162	localizedName	tile.redRocks.name
block	162	hardness	0.0
block	162	hasTileEntity	false
block	162	opaqueCube	true
block	162	canCollideCheck	true
block	162	isCollidable	true
block	162	quantityDropped	1
block	162	damageDropped	1
block	162	canProvidePower	false
block	162	mobilityFlag	0
block	162	hasComparatorInputOverride	false
block	163	id	163
block	163	resistence	0.4
block	163	enableStats	true
block	163	needsRandomTick	false
block	163	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	163	stepSound	step.sand
block	163	particleGravity	1.0
block	163	material	sand
block	163	isLiquid	false
block	163	isSolid	true
block	163	canBlockGrass	true
block	163	blocksMovement	true
block	163	canBurn	false
block	163	isReplaceable	false
block	163	isOpaque	true
block	163	isToolNotRequired	true
block	163	slipperiness	0.6
block	163	unlocalizedName	tile.ash
block	163	isNormalCube	true
block	163	renderAsNormalBlock	true
block	163	renderType	0
block	163	localizedName	Ash Block
block	163	hardness	0.4
block	163	hasTileEntity	false
block	163	opaqueCube	true
block	163	canCollideCheck	true
block	163	isCollidable	true
block	163	quantityDropped	4
block	163	damageDropped	1
block	163	canProvidePower	false
block	163	mobilityFlag	0
block	163	hasComparatorInputOverride	false
block	164	id	164
block	164	resistence	1.0
block	164	enableStats	true
block	164	needsRandomTick	false
block	164	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	164	stepSound	step.stone
block	164	particleGravity	1.0
block	164	material	rock
block	164	isLiquid	false
block	164	isSolid	true
block	164	canBlockGrass	true
block	164	blocksMovement	true
block	164	canBurn	false
block	164	isReplaceable	false
block	164	isOpaque	true
block	164	isToolNotRequired	false
block	164	slipperiness	0.6
block	164	unlocalizedName	tile.ashStone
block	164	isNormalCube	true
block	164	renderAsNormalBlock	true
block	164	renderType	0
block	164	localizedName	Ash Stone
block	164	hardness	1.0
block	164	hasTileEntity	false
block	164	opaqueCube	true
block	164	canCollideCheck	true
block	164	isCollidable	true
block	164	quantityDropped	1
block	164	damageDropped	0
block	164	canProvidePower	false
block	164	mobilityFlag	0
block	164	hasComparatorInputOverride	false
block	165	id	165
block	165	resistence	0.75
block	165	enableStats	true
block	165	needsRandomTick	false
block	165	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	165	stepSound	step.stone
block	165	particleGravity	1.0
block	165	material	rock
block	165	isLiquid	false
block	165	isSolid	true
block	165	canBlockGrass	true
block	165	blocksMovement	true
block	165	canBurn	false
block	165	isReplaceable	false
block	165	isOpaque	true
block	165	isToolNotRequired	false
block	165	slipperiness	0.6
block	165	unlocalizedName	tile.hardIce
block	165	isNormalCube	true
block	165	renderAsNormalBlock	true
block	165	renderType	0
block	165	localizedName	Hardened Ice
block	165	hardness	0.75
block	165	hasTileEntity	false
block	165	opaqueCube	true
block	165	canCollideCheck	true
block	165	isCollidable	true
block	165	quantityDropped	1
block	165	damageDropped	0
block	165	canProvidePower	false
block	165	mobilityFlag	0
block	165	hasComparatorInputOverride	false
block	166	id	166
block	166	resistence	0.6
block	166	enableStats	true
block	166	needsRandomTick	true
block	166	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	166	stepSound	step.grass
block	166	particleGravity	1.0
block	166	material	grass
block	166	isLiquid	false
block	166	isSolid	true
block	166	canBlockGrass	true
block	166	blocksMovement	true
block	166	canBurn	false
block	166	isReplaceable	false
block	166	isOpaque	true
block	166	isToolNotRequired	true
block	166	slipperiness	0.6
block	166	unlocalizedName	tile.originGrass
block	166	isNormalCube	true
block	166	renderAsNormalBlock	true
block	166	renderType	0
block	166	localizedName	Origin Grass
block	166	hardness	0.6
block	166	hasTileEntity	false
block	166	opaqueCube	true
block	166	canCollideCheck	true
block	166	isCollidable	true
block	166	quantityDropped	1
block	166	damageDropped	0
block	166	canProvidePower	false
block	166	mobilityFlag	0
block	166	hasComparatorInputOverride	false
block	167	id	167
block	167	resistence	0.7
block	167	enableStats	true
block	167	needsRandomTick	false
block	167	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	167	stepSound	step.sand
block	167	particleGravity	1.0
block	167	material	sand
block	167	isLiquid	false
block	167	isSolid	true
block	167	canBlockGrass	true
block	167	blocksMovement	true
block	167	canBurn	false
block	167	isReplaceable	false
block	167	isOpaque	true
