block	1475	id	1475
block	1475	resistence	5.0
block	1475	enableStats	true
block	1475	needsRandomTick	false
block	1475	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	1475	stepSound	step.stone
block	1475	particleGravity	1.0
block	1475	material	rock
block	1475	isLiquid	false
block	1475	isSolid	true
block	1475	canBlockGrass	true
block	1475	blocksMovement	true
block	1475	canBurn	false
block	1475	isReplaceable	false
block	1475	isOpaque	true
block	1475	isToolNotRequired	false
block	1475	slipperiness	0.6
block	1475	unlocalizedName	tile.cage
block	1475	isNormalCube	true
block	1475	renderAsNormalBlock	true
block	1475	renderType	0
block	1475	localizedName	Soul Cage
block	1475	hardness	5.0
block	1475	hasTileEntity	true
block	1475	opaqueCube	false
block	1475	canCollideCheck	true
block	1475	isCollidable	true
block	1475	quantityDropped	1
block	1475	damageDropped	0
block	1475	canProvidePower	false
block	1475	mobilityFlag	0
block	1475	hasComparatorInputOverride	false
item	1475	id	1475
item	1475	gid	SoulShards/tile.cage
item	1475	itemStackLimit	64
item	1475	hasSubtypes	false
item	1475	maxDamage	0
item	1475	isDamageable	false
item	1475	localizedName	tile.cage
item	1475	unlocalizedName	tile.cage
item	1475	hasContainerItem	false
item	1475	statName	Soul Cage
item	1475	isMap	false
item	1475	itemUseAction	none
item	1475	maxItemUseDuration	0
item	1475	potionEffect	null
item	1475	isPotionIngredient	false
item	1475	itemDisplayName	Soul Cage
item	1475	isItemTool	false
item	1475	enchantability	0
item	1475	isRepairable	false
item	1475	isItemBlock	true
item	8331	id	8331
item	8331	gid	SoulShards/item.soulShard
item	8331	itemStackLimit	1
item	8331	hasSubtypes	false
item	8331	maxDamage	1024
item	8331	isDamageable	true
item	8331	localizedName	item.soulShard
item	8331	unlocalizedName	item.soulShard
item	8331	hasContainerItem	false
item	8331	statName	Soul Shard
item	8331	isMap	false
item	8331	itemUseAction	none
item	8331	maxItemUseDuration	0
item	8331	potionEffect	null
item	8331	isPotionIngredient	false
item	8331	itemDisplayName	Soul Shard
item	8331	isItemTool	true
item	8331	enchantability	0
item	8331	isRepairable	false
item	8331	isItemBlock	false
item	8332	id	8332
item	8332	gid	SoulShards/item.blankSoulShard
item	8332	itemStackLimit	64
item	8332	hasSubtypes	false
item	8332	maxDamage	0
item	8332	isDamageable	false
item	8332	localizedName	item.blankSoulShard
item	8332	unlocalizedName	item.blankSoulShard
item	8332	hasContainerItem	false
item	8332	statName	Soul Shard
item	8332	isMap	false
item	8332	itemUseAction	none
item	8332	maxItemUseDuration	0
item	8332	potionEffect	null
item	8332	isPotionIngredient	false
item	8332	itemDisplayName	Soul Shard
item	8332	isItemTool	false
item	8332	enchantability	0
item	8332	isRepairable	false
item	8332	isItemBlock	false
item	8343	id	8343
item	8343	gid	SoulShards/item.shadowBlade
item	8343	itemStackLimit	1
item	8343	hasSubtypes	false
item	8343	maxDamage	1561
item	8343	isDamageable	true
item	8343	localizedName	item.shadowBlade
item	8343	unlocalizedName	item.shadowBlade
item	8343	hasContainerItem	false
item	8343	statName	Shadow Blade
item	8343	isMap	false
item	8343	itemUseAction	block
item	8343	maxItemUseDuration	72000
item	8343	potionEffect	null
item	8343	isPotionIngredient	false
item	8343	itemDisplayName	Shadow Blade
item	8343	isItemTool	true
item	8343	enchantability	10
item	8343	isRepairable	true
item	8343	isItemBlock	false
item	8345	id	8345
item	8345	gid	SoulShards/item.shadowPickaxe
item	8345	itemStackLimit	1
item	8345	hasSubtypes	false
item	8345	maxDamage	1561
item	8345	isDamageable	true
item	8345	localizedName	item.shadowPickaxe
item	8345	unlocalizedName	item.shadowPickaxe
item	8345	hasContainerItem	false
item	8345	statName	Shadow Pickaxe
item	8345	isMap	false
item	8345	itemUseAction	none
item	8345	maxItemUseDuration	0
item	8345	potionEffect	null
item	8345	isPotionIngredient	false
item	8345	itemDisplayName	Shadow Pickaxe
item	8345	isItemTool	true
item	8345	enchantability	10
item	8345	isRepairable	true
item	8345	isItemBlock	false
enchantment	85	id	85
enchantment	85	weight	10
enchantment	85	minLevel	1
enchantment	85	maxLevel	5
enchantment	85	name	enchantment.soulstealer
enchantment	85	translatedName	Soul Stealer I
oredict	56:0	name	oreDiamond
oredict	21:0	name	oreLapis
oredict	15:0	name	oreIron
oredict	129:0	name	oreEmerald
oredict	14:0	name	oreGold
oredict	73:0	name	oreRedstone
recipes/crafting/shaped	W=3;Minecraft/tile.fenceIron:32767;Minecraft/tile.fenceIron:32767;Minecraft/tile.fenceIron:32767;Minecraft/tile.fenceIron:32767;null;Minecraft/tile.fenceIron:32767;Minecraft/tile.fenceIron:32767;Minecraft/tile.fenceIron:32767;Minecraft/tile.fenceIron:32767	output	1475:0
