entity	3	name	ArmorGolem
entity	3	class	toast.utilityMobs.golem.EntityArmorGolem
entity	4	name	BoundSoul
entity	4	class	toast.utilityMobs.golem.EntityBoundSoul
entity	5	name	GildedGolem
entity	5	class	toast.utilityMobs.golem.EntityGildedGolem
entity	6	name	ObsidianGolem
entity	6	class	toast.utilityMobs.golem.EntityObsidianGolem
entity	7	name	Scarecrow
entity	7	class	toast.utilityMobs.golem.EntityScarecrow
entity	8	name	StoneGolem
entity	8	class	toast.utilityMobs.golem.EntityStoneGolem
entity	23	name	StoneLargeGolem
entity	23	class	toast.utilityMobs.golem.EntityStoneLargeGolem
entity	25	name	FireTurret
entity	25	class	toast.utilityMobs.turret.EntityFireTurret
entity	24	name	BrickTurret
entity	24	class	toast.utilityMobs.turret.EntityBrickTurret
entity	27	name	GhastTurret
entity	27	class	toast.utilityMobs.turret.EntityGhastTurret
entity	26	name	GatlingTurret
entity	26	class	toast.utilityMobs.turret.EntityGatlingTurret
entity	29	name	ObsidianTurret
entity	29	class	toast.utilityMobs.turret.EntityObsidianTurret
entity	28	name	KillerTurret
entity	28	class	toast.utilityMobs.turret.EntityKillerTurret
entity	31	name	SniperTurret
entity	31	class	toast.utilityMobs.turret.EntitySniperTurret
entity	30	name	ShotgunTurret
entity	30	class	toast.utilityMobs.turret.EntityShotgunTurret
entity	34	name	UMArrow
entity	34	class	toast.utilityMobs.EntitySpecialArrow
entity	32	name	SnowTurret
entity	32	class	toast.utilityMobs.turret.EntitySnowTurret
entity	33	name	StoneTurret
entity	33	class	toast.utilityMobs.turret.EntityStoneTurret
recipes/crafting/shapeless	Minecraft/item.book:0;Minecraft/tile.pumpkin:0	ingredient.0	86:0
recipes/crafting/shapeless	Minecraft/item.book:0;Minecraft/tile.pumpkin:0	ingredient.1	340:0
recipes/crafting/shapeless	Minecraft/item.book:0;Minecraft/tile.pumpkin:0	output	387:0
recipes/crafting/shapeless	Minecraft/item.book:0;Minecraft/tile.dispenser:0	ingredient.0	23:0
recipes/crafting/shapeless	Minecraft/item.book:0;Minecraft/tile.dispenser:0	ingredient.1	340:0
recipes/crafting/shapeless	Minecraft/item.book:0;Minecraft/tile.dispenser:0	output	387:0
