block	194	id	194
block	194	resistence	3.0
block	194	enableStats	true
block	194	needsRandomTick	false
block	194	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	194	stepSound	step.stone
block	194	particleGravity	1.0
block	194	material	iron
block	194	isLiquid	false
block	194	isSolid	true
block	194	canBlockGrass	true
block	194	blocksMovement	true
block	194	canBurn	false
block	194	isReplaceable	false
block	194	isOpaque	true
block	194	isToolNotRequired	false
block	194	slipperiness	0.6
block	194	unlocalizedName	tile.null
block	194	isNormalCube	true
block	194	renderAsNormalBlock	true
block	194	renderType	0
block	194	localizedName	tile.null.name
block	194	hardness	3.0
block	194	hasTileEntity	true
block	194	opaqueCube	true
block	194	canCollideCheck	true
block	194	isCollidable	true
block	194	quantityDropped	1
block	194	damageDropped	0
block	194	canProvidePower	false
block	194	mobilityFlag	0
block	194	hasComparatorInputOverride	false
item	194	id	194
item	194	gid	AdvancedSolarPanel/id194
item	194	itemStackLimit	64
item	194	hasSubtypes	true
item	194	maxDamage	0
item	194	isDamageable	false
item	194	localizedName	blockAdvancedSolarPanel
item	194	unlocalizedName	tile.null
item	194	hasContainerItem	false
item	194	statName	tile.null.name
item	194	isMap	false
item	194	itemUseAction	none
item	194	maxItemUseDuration	0
item	194	potionEffect	null
item	194	isPotionIngredient	false
item	194	itemDisplayName	Advanced Solar Panel
item	194	isItemTool	false
item	194	enchantability	0
item	194	isRepairable	false
item	194	isItemBlock	true
item	30831	id	30831
item	30831	gid	AdvancedSolarPanel/item.ingotIridium
item	30831	itemStackLimit	64
item	30831	hasSubtypes	true
item	30831	maxDamage	0
item	30831	isDamageable	false
item	30831	localizedName	itemSunnarium
item	30831	unlocalizedName	item.ingotIridium
item	30831	hasContainerItem	false
item	30831	statName	item.ingotIridium.name
item	30831	isMap	false
item	30831	itemUseAction	none
item	30831	maxItemUseDuration	0
item	30831	potionEffect	null
item	30831	isPotionIngredient	false
item	30831	itemDisplayName	Sunnarium
item	30831	isItemTool	false
item	30831	enchantability	0
item	30831	isRepairable	false
item	30831	isItemBlock	false
item	30832	id	30832
item	30832	gid	AdvancedSolarPanel/item.AdvancedSolarHelmet
item	30832	itemStackLimit	1
item	30832	hasSubtypes	false
item	30832	maxDamage	27
item	30832	isDamageable	true
item	30832	localizedName	item.AdvancedSolarHelmet
item	30832	unlocalizedName	item.AdvancedSolarHelmet
item	30832	hasContainerItem	false
item	30832	statName	Advanced Solar Helmet
item	30832	isMap	false
item	30832	itemUseAction	none
item	30832	maxItemUseDuration	0
item	30832	potionEffect	null
item	30832	isPotionIngredient	false
item	30832	itemDisplayName	Advanced Solar Helmet
item	30832	isItemTool	true
item	30832	enchantability	10
item	30832	isRepairable	true
item	30832	isItemBlock	false
item	30833	id	30833
item	30833	gid	AdvancedSolarPanel/item.HybridSolarHelmet
