entity	1	name	ElementalCreepers.WaterCreeper
entity	1	class	smalldeadguy.elementalcreepers.EntityWaterCreeper
entity	2	name	ElementalCreepers.FireCreeper
entity	2	class	smalldeadguy.elementalcreepers.EntityFireCreeper
entity	3	name	ElementalCreepers.IceCreeper
entity	3	class	smalldeadguy.elementalcreepers.EntityIceCreeper
entity	4	name	ElementalCreepers.ElectricCreeper
entity	4	class	smalldeadguy.elementalcreepers.EntityElectricCreeper
entity	5	name	ElementalCreepers.EarthCreeper
entity	5	class	smalldeadguy.elementalcreepers.EntityEarthCreeper
entity	6	name	ElementalCreepers.PsychicCreeper
entity	6	class	smalldeadguy.elementalcreepers.EntityPsychicCreeper
entity	7	name	ElementalCreepers.CookieCreeper
entity	7	class	smalldeadguy.elementalcreepers.EntityCookieCreeper
entity	8	name	ElementalCreepers.MagmaCreeper
entity	8	class	smalldeadguy.elementalcreepers.EntityMagmaCreeper
entity	9	name	ElementalCreepers.GhostCreeper
entity	9	class	smalldeadguy.elementalcreepers.EntityGhostCreeper
entity	10	name	ElementalCreepers.FriendlyCreeper
entity	10	class	smalldeadguy.elementalcreepers.EntityFriendlyCreeper
entity	11	name	ElementalCreepers.IllusionCreeper
entity	11	class	smalldeadguy.elementalcreepers.EntityIllusionCreeper
entity	12	name	ElementalCreepers.FakeIllusionCreeper
entity	12	class	smalldeadguy.elementalcreepers.EntityFakeIllusionCreeper
entity	13	name	ElementalCreepers.LightCreeper
entity	13	class	smalldeadguy.elementalcreepers.EntityLightCreeper
entity	14	name	ElementalCreepers.DarkCreeper
entity	14	class	smalldeadguy.elementalcreepers.EntityDarkCreeper
entity	15	name	ElementalCreepers.ReverseCreeper
entity	15	class	smalldeadguy.elementalcreepers.EntityReverseCreeper
entity	16	name	ElementalCreepers.SpiderCreeper
entity	16	class	smalldeadguy.elementalcreepers.EntitySpiderCreeper
recipes/crafting/shapeless	Minecraft/item.bucketWater:0;Minecraft/item.monsterPlacer:50	ingredient.0	326:0
recipes/crafting/shapeless	Minecraft/item.bucketWater:0;Minecraft/item.monsterPlacer:50	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.bucketWater:0;Minecraft/item.monsterPlacer:50	output	383:1
recipes/crafting/shapeless	Minecraft/item.flintAndSteel:0;Minecraft/item.monsterPlacer:50	ingredient.0	259:0
recipes/crafting/shapeless	Minecraft/item.flintAndSteel:0;Minecraft/item.monsterPlacer:50	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.flintAndSteel:0;Minecraft/item.monsterPlacer:50	output	383:2
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.snowball:0	ingredient.0	332:0
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.snowball:0	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.snowball:0	output	383:3
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.redstone:0	ingredient.0	331:0
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.redstone:0	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.redstone:0	output	383:4
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/tile.dirt:0	ingredient.0	3:0
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/tile.dirt:0	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/tile.dirt:0	output	383:5
recipes/crafting/shapeless	Minecraft/item.feather:0;Minecraft/item.monsterPlacer:50	ingredient.0	288:0
recipes/crafting/shapeless	Minecraft/item.feather:0;Minecraft/item.monsterPlacer:50	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.feather:0;Minecraft/item.monsterPlacer:50	output	383:6
recipes/crafting/shapeless	Minecraft/item.cookie:0;Minecraft/item.monsterPlacer:50	ingredient.0	357:0
recipes/crafting/shapeless	Minecraft/item.cookie:0;Minecraft/item.monsterPlacer:50	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.cookie:0;Minecraft/item.monsterPlacer:50	output	383:7
recipes/crafting/shapeless	Minecraft/item.bucketLava:0;Minecraft/item.monsterPlacer:50	ingredient.0	327:0
recipes/crafting/shapeless	Minecraft/item.bucketLava:0;Minecraft/item.monsterPlacer:50	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.bucketLava:0;Minecraft/item.monsterPlacer:50	output	383:8
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.sugar:0	ingredient.0	353:0
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.sugar:0	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.sugar:0	output	383:10
recipes/crafting/shapeless	Minecraft/item.compass:0;Minecraft/item.monsterPlacer:50	ingredient.0	345:0
recipes/crafting/shapeless	Minecraft/item.compass:0;Minecraft/item.monsterPlacer:50	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.compass:0;Minecraft/item.monsterPlacer:50	output	383:11
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.yellowDust:0	ingredient.0	348:0
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.yellowDust:0	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.yellowDust:0	output	383:13
recipes/crafting/shapeless	Minecraft/item.coal:0;Minecraft/item.monsterPlacer:50	ingredient.0	263:0
recipes/crafting/shapeless	Minecraft/item.coal:0;Minecraft/item.monsterPlacer:50	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.coal:0;Minecraft/item.monsterPlacer:50	output	383:14
recipes/crafting/shapeless	Minecraft/item.eyeOfEnder:0;Minecraft/item.monsterPlacer:50	ingredient.0	381:0
recipes/crafting/shapeless	Minecraft/item.eyeOfEnder:0;Minecraft/item.monsterPlacer:50	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.eyeOfEnder:0;Minecraft/item.monsterPlacer:50	output	383:15
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.string:0	ingredient.0	287:0
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.string:0	ingredient.1	383:50
recipes/crafting/shapeless	Minecraft/item.monsterPlacer:50;Minecraft/item.string:0	output	383:16
