block	241	id	241
block	241	resistence	20.0
block	241	enableStats	true
block	241	needsRandomTick	false
block	241	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	241	stepSound	step.stone
block	241	particleGravity	1.0
block	241	material	rock
block	241	isLiquid	false
block	241	isSolid	true
block	241	canBlockGrass	true
block	241	blocksMovement	true
block	241	canBurn	false
block	241	isReplaceable	false
block	241	isOpaque	true
block	241	isToolNotRequired	false
block	241	slipperiness	0.6
block	241	unlocalizedName	tile.enderchest
block	241	isNormalCube	false
block	241	renderAsNormalBlock	false
block	241	renderType	-1
block	241	localizedName	tile.enderchest.name
block	241	hardness	20.0
block	241	hasTileEntity	true
block	241	opaqueCube	false
block	241	canCollideCheck	true
block	241	isCollidable	true
block	241	quantityDropped	1
block	241	damageDropped	0
block	241	canProvidePower	false
block	241	mobilityFlag	0
block	241	hasComparatorInputOverride	false
item	241	id	241
item	241	gid	EnderStorage/tile.enderchest
item	241	itemStackLimit	64
item	241	hasSubtypes	true
item	241	maxDamage	0
item	241	isDamageable	false
item	241	localizedName	tile.enderchest|0
item	241	unlocalizedName	tile.enderchest
item	241	hasContainerItem	false
item	241	statName	tile.enderchest.name
item	241	isMap	false
item	241	itemUseAction	none
item	241	maxItemUseDuration	0
item	241	potionEffect	null
item	241	isPotionIngredient	false
item	241	itemDisplayName	Ender Chest
item	241	isItemTool	false
item	241	enchantability	0
item	241	isRepairable	false
item	241	isItemBlock	true
item	7493	id	7493
item	7493	gid	EnderStorage/item.enderpouch
item	7493	itemStackLimit	1
item	7493	hasSubtypes	true
item	7493	maxDamage	0
item	7493	isDamageable	false
item	7493	localizedName	item.enderpouch
item	7493	unlocalizedName	item.enderpouch
item	7493	hasContainerItem	false
item	7493	statName	Ender Pouch
item	7493	isMap	false
item	7493	itemUseAction	none
item	7493	maxItemUseDuration	0
item	7493	potionEffect	null
item	7493	isPotionIngredient	false
item	7493	itemDisplayName	Ender Pouch
item	7493	isItemTool	false
item	7493	enchantability	0
item	7493	isRepairable	false
item	7493	isItemBlock	false
recipes/crafting/shaped	W=3;Minecraft/item.blazeRod:0;Minecraft/tile.cloth:0;Minecraft/item.blazeRod:0;Minecraft/tile.obsidian:32767;Minecraft/tile.chest:32767;Minecraft/tile.obsidian:32767;Minecraft/item.blazeRod:0;Minecraft/item.enderPearl:0;Minecraft/item.blazeRod:0	output	241:0
recipes/crafting/shaped	W=3;Minecraft/item.blazePowder:0;Minecraft/item.leather:0;Minecraft/item.blazePowder:0;Minecraft/item.leather:0;Minecraft/item.enderPearl:0;Minecraft/item.leather:0;Minecraft/item.blazePowder:0;Minecraft/tile.cloth:0;Minecraft/item.blazePowder:0	output	7493:0
recipes/crafting/shaped	W=3;Minecraft/item.blazeRod:0;Minecraft/tile.cloth:0;Minecraft/item.blazeRod:0;Minecraft/tile.obsidian:32767;Minecraft/item.cauldron:0;Minecraft/tile.obsidian:32767;Minecraft/item.blazeRod:0;Minecraft/item.enderPearl:0;Minecraft/item.blazeRod:0	output	241:4096
recipes/crafting/shaped	W=3;Minecraft/item.blazeRod:0;Minecraft/tile.cloth:1;Minecraft/item.blazeRod:0;Minecraft/tile.obsidian:32767;Minecraft/tile.chest:32767;Minecraft/tile.obsidian:32767;Minecraft/item.blazeRod:0;Minecraft/item.enderPearl:0;Minecraft/item.blazeRod:0	output	241:273
