item	13866	id	13866
item	13866	gid	Torched/item.TorchGun
item	13866	itemStackLimit	1
item	13866	hasSubtypes	false
item	13866	maxDamage	65
item	13866	isDamageable	true
item	13866	localizedName	item.TorchGun
item	13866	unlocalizedName	item.TorchGun
item	13866	hasContainerItem	false
item	13866	statName	Torch Gun
item	13866	isMap	false
item	13866	itemUseAction	bow
item	13866	maxItemUseDuration	0
item	13866	potionEffect	null
item	13866	isPotionIngredient	false
item	13866	itemDisplayName	Torch Gun
item	13866	isItemTool	true
item	13866	enchantability	0
item	13866	isRepairable	true
item	13866	isItemBlock	false
item	13867	id	13867
item	13867	gid	Torched/item.TorchFirework
item	13867	itemStackLimit	64
item	13867	hasSubtypes	true
item	13867	maxDamage	0
item	13867	isDamageable	false
item	13867	localizedName	item.torchedFirework
item	13867	unlocalizedName	item.TorchFirework
item	13867	hasContainerItem	false
item	13867	statName	item.TorchFirework.name
item	13867	isMap	false
item	13867	itemUseAction	none
item	13867	maxItemUseDuration	0
item	13867	potionEffect	null
item	13867	isPotionIngredient	false
item	13867	itemDisplayName	Torch Rocket
item	13867	isItemTool	false
item	13867	enchantability	0
item	13867	isRepairable	false
item	13867	isItemBlock	false
item	13868	id	13868
item	13868	gid	Torched/item.TorchLauncher
item	13868	itemStackLimit	1
item	13868	hasSubtypes	false
item	13868	maxDamage	9
item	13868	isDamageable	true
item	13868	localizedName	item.TorchLauncher
item	13868	unlocalizedName	item.TorchLauncher
item	13868	hasContainerItem	false
item	13868	statName	RPT Launcher
item	13868	isMap	false
item	13868	itemUseAction	bow
item	13868	maxItemUseDuration	0
item	13868	potionEffect	null
item	13868	isPotionIngredient	false
item	13868	itemDisplayName	RPT Launcher
item	13868	isItemTool	true
item	13868	enchantability	0
item	13868	isRepairable	true
item	13868	isItemBlock	false
recipes/crafting/shaped	W=3;Minecraft/item.dyePowder:11;Minecraft/item.ingotIron:0;Minecraft/tile.dispenser:32767;Minecraft/item.ingotIron:0;Minecraft/item.sulphur:0;Minecraft/item.ingotIron:0;Minecraft/tile.obsidian:32767;Minecraft/item.ingotIron:0;Minecraft/tile.pistonBase:32767	output	13868:0
recipes/crafting/shaped	W=3;Minecraft/tile.torch:32767;Minecraft/tile.torch:32767;Minecraft/tile.torch:32767;Minecraft/tile.torch:32767;Minecraft/item.sulphur:0;Minecraft/tile.torch:32767;Minecraft/tile.torch:32767;Minecraft/tile.torch:32767;Minecraft/tile.torch:32767	output	13867:1
recipes/crafting/shaped	W=1;Minecraft/item.sulphur:0;Minecraft/tile.torch:32767	output	13867:0
recipes/crafting/shaped	W=3;Minecraft/tile.wood:32767;Minecraft/item.ingotIron:0;null;Minecraft/item.ingotIron:0;Minecraft/tile.wood:32767;Minecraft/item.ingotIron:0;Minecraft/tile.glass:32767;Minecraft/item.ingotIron:0;Minecraft/item.sulphur:0	output	13866:65
