item	4327	id	4327
item	4327	gid	Additional-Buildcraft-Objects/item.PipeItemsStripes
item	4327	itemStackLimit	64
item	4327	hasSubtypes	false
item	4327	maxDamage	0
item	4327	isDamageable	false
item	4327	localizedName	item.PipeItemsStripes
item	4327	unlocalizedName	item.PipeItemsStripes
item	4327	hasContainerItem	false
item	4327	statName	Stripes Transport Pipe
item	4327	isMap	false
item	4327	itemUseAction	none
item	4327	maxItemUseDuration	0
item	4327	potionEffect	null
item	4327	isPotionIngredient	false
item	4327	itemDisplayName	item.PipeItemsStripes
item	4327	isItemTool	false
item	4327	enchantability	0
item	4327	isRepairable	false
item	4327	isItemBlock	false
item	10356	id	10356
item	10356	gid	Additional-Buildcraft-Objects/item.ItemGateSettingsDuplicator
item	10356	itemStackLimit	1
item	10356	hasSubtypes	false
item	10356	maxDamage	0
item	10356	isDamageable	false
item	10356	localizedName	item.ItemGateSettingsDuplicator
item	10356	unlocalizedName	item.ItemGateSettingsDuplicator
item	10356	hasContainerItem	false
item	10356	statName	Gate Settings Duplicator
item	10356	isMap	false
item	10356	itemUseAction	none
item	10356	maxItemUseDuration	0
item	10356	potionEffect	null
item	10356	isPotionIngredient	false
item	10356	itemDisplayName	item.ItemGateSettingsDuplicator
item	10356	isItemTool	false
item	10356	enchantability	0
item	10356	isRepairable	false
item	10356	isItemBlock	false
item	10456	id	10456
item	10456	gid	Additional-Buildcraft-Objects/item.PipeLiquidsValve
item	10456	itemStackLimit	64
item	10456	hasSubtypes	false
item	10456	maxDamage	0
item	10456	isDamageable	false
item	10456	localizedName	item.PipeLiquidsValve
item	10456	unlocalizedName	item.PipeLiquidsValve
item	10456	hasContainerItem	false
item	10456	statName	Valve Pipe
item	10456	isMap	false
item	10456	itemUseAction	none
item	10456	maxItemUseDuration	0
item	10456	potionEffect	null
item	10456	isPotionIngredient	false
item	10456	itemDisplayName	item.PipeLiquidsValve
item	10456	isItemTool	false
item	10456	enchantability	0
item	10456	isRepairable	false
item	10456	isItemBlock	false
item	10457	id	10457
item	10457	gid	Additional-Buildcraft-Objects/item.PipeLiquidsGoldenIron
item	10457	itemStackLimit	64
item	10457	hasSubtypes	false
item	10457	maxDamage	0
item	10457	isDamageable	false
item	10457	localizedName	item.PipeLiquidsGoldenIron
item	10457	unlocalizedName	item.PipeLiquidsGoldenIron
item	10457	hasContainerItem	false
item	10457	statName	Golden Iron Waterproof Pipe
item	10457	isMap	false
item	10457	itemUseAction	none
item	10457	maxItemUseDuration	0
item	10457	potionEffect	null
item	10457	isPotionIngredient	false
item	10457	itemDisplayName	item.PipeLiquidsGoldenIron
item	10457	isItemTool	false
item	10457	enchantability	0
item	10457	isRepairable	false
item	10457	isItemBlock	false
item	10459	id	10459
item	10459	gid	Additional-Buildcraft-Objects/item.PipeLiquidsBalance
item	10459	itemStackLimit	64
item	10459	hasSubtypes	false
item	10459	maxDamage	0
item	10459	isDamageable	false
item	10459	localizedName	item.PipeLiquidsBalance
item	10459	unlocalizedName	item.PipeLiquidsBalance
item	10459	hasContainerItem	false
item	10459	statName	Balancing Waterproof Pipe
item	10459	isMap	false
item	10459	itemUseAction	none
item	10459	maxItemUseDuration	0
item	10459	potionEffect	null
item	10459	isPotionIngredient	false
item	10459	itemDisplayName	item.PipeLiquidsBalance
item	10459	isItemTool	false
item	10459	enchantability	0
item	10459	isRepairable	false
item	10459	isItemBlock	false
item	10460	id	10460
item	10460	gid	Additional-Buildcraft-Objects/item.PipeLiquidsDiamond
item	10460	itemStackLimit	64
item	10460	hasSubtypes	false
item	10460	maxDamage	0
item	10460	isDamageable	false
item	10460	localizedName	item.PipeLiquidsDiamond
item	10460	unlocalizedName	item.PipeLiquidsDiamond
item	10460	hasContainerItem	false
item	10460	statName	Diamond Waterproof Pipe
item	10460	isMap	false
item	10460	itemUseAction	none
item	10460	maxItemUseDuration	0
item	10460	potionEffect	null
item	10460	isPotionIngredient	false
item	10460	itemDisplayName	item.PipeLiquidsDiamond
item	10460	isItemTool	false
item	10460	enchantability	0
item	10460	isRepairable	false
item	10460	isItemBlock	false
item	10556	id	10556
