item	30473	id	30473
item	30473	gid	GraviSuite/item.GraviChestPlate
item	30473	itemStackLimit	1
item	30473	hasSubtypes	false
item	30473	maxDamage	27
item	30473	isDamageable	true
item	30473	localizedName	item.GraviChestPlate
item	30473	unlocalizedName	item.GraviChestPlate
item	30473	hasContainerItem	false
item	30473	statName	GraviChestPlate
item	30473	isMap	false
item	30473	itemUseAction	none
item	30473	maxItemUseDuration	0
item	30473	potionEffect	null
item	30473	isPotionIngredient	false
item	30473	itemDisplayName	GraviChestPlate
item	30473	isItemTool	true
item	30473	enchantability	0
item	30473	isRepairable	false
item	30473	isItemBlock	false
item	30474	id	30474
item	30474	gid	GraviSuite/item.UltimateLappack
item	30474	itemStackLimit	1
item	30474	hasSubtypes	false
item	30474	maxDamage	27
item	30474	isDamageable	true
item	30474	localizedName	item.UltimateLappack
item	30474	unlocalizedName	item.UltimateLappack
item	30474	hasContainerItem	false
item	30474	statName	Ultimate Lappack
item	30474	isMap	false
item	30474	itemUseAction	none
item	30474	maxItemUseDuration	0
item	30474	potionEffect	null
item	30474	isPotionIngredient	false
item	30474	itemDisplayName	Ultimate Lappack
item	30474	isItemTool	true
item	30474	enchantability	0
item	30474	isRepairable	false
item	30474	isItemBlock	false
item	30475	id	30475
item	30475	gid	GraviSuite/id30475
item	30475	itemStackLimit	64
item	30475	hasSubtypes	true
item	30475	maxDamage	0
item	30475	isDamageable	false
item	30475	localizedName	itemSuperConductorCover
item	30475	unlocalizedName	item.null
item	30475	hasContainerItem	false
item	30475	statName	item.null.name
item	30475	isMap	false
item	30475	itemUseAction	none
item	30475	maxItemUseDuration	0
item	30475	potionEffect	null
item	30475	isPotionIngredient	false
item	30475	itemDisplayName	Superconductor Cover
item	30475	isItemTool	false
item	30475	enchantability	0
item	30475	isRepairable	false
item	30475	isItemBlock	false
item	30477	id	30477
item	30477	gid	GraviSuite/item.Vajra
item	30477	itemStackLimit	1
item	30477	hasSubtypes	false
item	30477	maxDamage	27
item	30477	isDamageable	true
item	30477	localizedName	item.Vajra
item	30477	unlocalizedName	item.Vajra
item	30477	hasContainerItem	false
