block	2246	id	2246
block	2246	resistence	3.0
block	2246	enableStats	true
block	2246	needsRandomTick	false
block	2246	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	2246	stepSound	step.wood
block	2246	particleGravity	1.0
block	2246	material	wood
block	2246	isLiquid	false
block	2246	isSolid	true
block	2246	canBlockGrass	true
block	2246	blocksMovement	true
block	2246	canBurn	true
block	2246	isReplaceable	false
block	2246	isOpaque	true
block	2246	isToolNotRequired	true
block	2246	slipperiness	0.6
block	2246	unlocalizedName	tile.BiblioType
block	2246	isNormalCube	true
block	2246	renderAsNormalBlock	true
block	2246	renderType	0
block	2246	localizedName	Typesetting Table
block	2246	hardness	3.0
block	2246	hasTileEntity	true
block	2246	opaqueCube	false
block	2246	canCollideCheck	true
block	2246	isCollidable	true
block	2246	quantityDropped	1
block	2246	damageDropped	0
block	2246	canProvidePower	false
block	2246	mobilityFlag	0
block	2246	hasComparatorInputOverride	false
block	2247	id	2247
block	2247	resistence	3.0
block	2247	enableStats	true
block	2247	needsRandomTick	false
block	2247	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	2247	stepSound	step.anvil
block	2247	particleGravity	1.0
block	2247	material	iron
block	2247	isLiquid	false
block	2247	isSolid	true
block	2247	canBlockGrass	true
block	2247	blocksMovement	true
block	2247	canBurn	false
block	2247	isReplaceable	false
block	2247	isOpaque	true
block	2247	isToolNotRequired	false
block	2247	slipperiness	0.6
block	2247	unlocalizedName	tile.BiblioPress
block	2247	isNormalCube	true
block	2247	renderAsNormalBlock	true
block	2247	renderType	0
block	2247	localizedName	Printing Press
block	2247	hardness	3.0
block	2247	hasTileEntity	true
block	2247	opaqueCube	false
block	2247	canCollideCheck	true
block	2247	isCollidable	true
block	2247	quantityDropped	1
block	2247	damageDropped	0
block	2247	canProvidePower	false
block	2247	mobilityFlag	0
block	2247	hasComparatorInputOverride	false
block	2248	id	2248
block	2248	resistence	3.0
block	2248	enableStats	true
block	2248	needsRandomTick	true
block	2248	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	2248	stepSound	step.wood
block	2248	particleGravity	1.0
block	2248	material	wood
block	2248	isLiquid	false
block	2248	isSolid	true
block	2248	canBlockGrass	true
block	2248	blocksMovement	true
block	2248	canBurn	true
block	2248	isReplaceable	false
block	2248	isOpaque	true
block	2248	isToolNotRequired	true
block	2248	slipperiness	0.6
block	2248	unlocalizedName	tile.BiblioDesk
block	2248	isNormalCube	false
block	2248	renderAsNormalBlock	false
block	2248	renderType	0
block	2248	localizedName	tile.BiblioDesk.name
block	2248	hardness	3.0
block	2248	hasTileEntity	true
block	2248	opaqueCube	false
block	2248	canCollideCheck	true
block	2248	isCollidable	true
block	2248	quantityDropped	1
block	2248	damageDropped	0
block	2248	canProvidePower	false
block	2248	mobilityFlag	0
block	2248	hasComparatorInputOverride	false
block	2249	id	2249
block	2249	resistence	3.0
block	2249	enableStats	true
block	2249	needsRandomTick	false
block	2249	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	2249	stepSound	step.stone
block	2249	particleGravity	1.0
block	2249	material	rock
block	2249	isLiquid	false
block	2249	isSolid	true
block	2249	canBlockGrass	true
block	2249	blocksMovement	true
block	2249	canBurn	false
block	2249	isReplaceable	false
block	2249	isOpaque	true
block	2249	isToolNotRequired	false
block	2249	slipperiness	0.6
block	2249	unlocalizedName	tile.BiblioArmorStand
block	2249	isNormalCube	false
block	2249	renderAsNormalBlock	false
block	2249	renderType	0
block	2249	localizedName	Armor Stand
block	2249	hardness	3.0
block	2249	hasTileEntity	true
block	2249	opaqueCube	false
block	2249	canCollideCheck	true
block	2249	isCollidable	true
block	2249	quantityDropped	1
block	2249	damageDropped	0
block	2249	canProvidePower	false
block	2249	mobilityFlag	0
block	2249	hasComparatorInputOverride	false
block	2250	id	2250
block	2250	resistence	3.0
block	2250	enableStats	true
block	2250	needsRandomTick	false
block	2250	bounds	0.000000-1.000000,0.000000-1.000000,0.000000-1.000000
block	2250	stepSound	step.wood
block	2250	particleGravity	1.0
block	2250	material	wood
block	2250	isLiquid	false
block	2250	isSolid	true
block	2250	canBlockGrass	true
block	2250	blocksMovement	true
block	2250	canBurn	true
block	2250	isReplaceable	false
block	2250	isOpaque	true
block	2250	isToolNotRequired	true
block	2250	slipperiness	0.6
block	2250	unlocalizedName	tile.Bibliotheca
block	2250	isNormalCube	false
block	2250	renderAsNormalBlock	false
block	2250	renderType	0
block	2250	localizedName	tile.Bibliotheca.name
block	2250	hardness	3.0
block	2250	hasTileEntity	true
block	2250	opaqueCube	false
block	2250	canCollideCheck	true
block	2250	isCollidable	true
block	2250	quantityDropped	1
block	2250	damageDropped	0
block	2250	canProvidePower	true
block	2250	mobilityFlag	0
block	2250	hasComparatorInputOverride	false
block	2251	id	2251
block	2251	resistence	3.0
block	2251	enableStats	true
block	2251	needsRandomTick	false
